ts,taosd,conn,insert,query,stmt2_bind
1747965730670,40.47265625,19.8125,22.1875,23.44921875,20.6875
1747965745673,459.94921875,35.18359375,25.859375,48.5703125,23.6875
1747965760674,456.38671875,39.3671875,27.98046875,50.1953125,25.875
1747965775676,467.78515625,39.3671875,30.078125,50.8203125,28.328125
1747965790677,467.4140625,39.3671875,32.16796875,51.1953125,30.4609375
1747965805679,480.00390625,39.3671875,34.30859375,51.1953125,32.59765625
1747965820682,478.375,39.3671875,36.3125,51.4453125,34.64453125
1747965835683,485.859375,39.3671875,38.3203125,51.4453125,34.64453125
1747965850685,483.69921875,39.6171875,40.33203125,51.5703125,36.66796875
1747965865687,472.765625,39.6171875,42.33984375,51.5703125,38.73828125
1747965880688,496.59375,39.6171875,42.33984375,51.6953125,40.81640625
1747965895690,501.12890625,39.6171875,42.33984375,51.6953125,40.81640625
1747965910692,507.5546875,39.6171875,42.33984375,53.84375,42.828125
1747965925693,516.41015625,39.6171875,42.33984375,53.84375,42.828125
1747965940695,516.58984375,39.6171875,42.33984375,54.59375,42.828125
1747965955697,516.01171875,39.6171875,42.33984375,54.59375,42.828125
1747965970699,521.8203125,39.6171875,42.33984375,54.59375,42.828125
1747965985700,524.6640625,39.6171875,42.33984375,54.71875,42.828125
1747966000701,532.49609375,39.7421875,42.33984375,54.71875,42.828125
1747966015703,540.28515625,39.7421875,42.33984375,54.71875,42.828125
1747966030705,543.328125,39.7421875,42.33984375,54.84375,42.828125
1747966045706,544.12890625,39.7421875,42.33984375,54.84375,42.828125
1747966060708,546.64453125,39.7421875,42.33984375,54.84375,42.828125
1747966075709,546.92578125,39.7421875,42.33984375,54.84375,43.078125
1747966090711,544.4453125,39.7421875,42.33984375,54.84375,43.078125
1747966105712,569.56640625,39.7421875,42.33984375,54.84375,43.078125
1747966120713,584.5859375,39.7421875,42.33984375,54.84375,43.078125
1747966135714,595.33984375,39.7421875,42.33984375,54.84375,43.078125
1747966150716,618.8359375,39.7421875,42.33984375,54.84375,43.078125
1747966165718,619.62890625,39.7421875,42.33984375,54.84375,43.078125
1747966180719,625.01953125,39.7421875,42.33984375,54.96875,43.078125
1747966195720,620.09765625,39.7421875,42.33984375,54.96875,43.078125
1747966210721,628.3828125,39.7421875,42.33984375,54.96875,43.078125
1747966225724,640.9921875,39.7421875,42.33984375,57.04296875,43.078125
1747966240725,639.078125,39.7421875,42.33984375,57.04296875,43.078125
1747966255726,645.23828125,39.7421875,42.33984375,57.29296875,43.078125
1747966270728,648.5234375,39.7421875,42.33984375,57.29296875,43.078125
1747966285729,651.640625,39.7421875,42.46484375,57.29296875,43.078125
1747966300731,652.9609375,39.7421875,42.46484375,57.29296875,43.078125
1747966315732,647.7421875,39.7421875,42.46484375,57.29296875,43.078125
1747966330733,645.6796875,39.7421875,42.46484375,57.29296875,43.078125
1747966345734,672.75390625,39.7421875,42.46484375,57.29296875,43.078125
1747966360735,680.09765625,39.7421875,42.46484375,57.91796875,43.078125
1747966375736,677.1015625,39.7421875,42.58984375,57.91796875,43.078125
1747966390737,730.23828125,39.7421875,42.58984375,58.4140625,43.078125
1747966405738,734.609375,39.7421875,42.58984375,61.25390625,43.078125
1747966420739,741.2421875,39.7421875,42.71484375,61.75390625,43.078125
1747966435742,741.61328125,39.7421875,42.71484375,63.27734375,43.078125
1747966450743,745.2265625,39.7421875,42.71484375,65.4296875,43.078125
1747966465744,744.77734375,39.7421875,42.71484375,67.4296875,43.078125
1747966480745,742.03515625,39.7421875,42.71484375,70.5625,43.203125
1747966495747,750.24609375,39.7421875,42.71484375,70.5625,43.203125
1747966510748,759.75390625,39.7421875,42.71484375,70.57421875,43.203125
1747966525749,737.80078125,39.7421875,42.71484375,72.72265625,43.203125
1747966540751,754.65625,39.7421875,42.71484375,72.72265625,43.203125
1747966555752,758.421875,39.7421875,42.71484375,72.72265625,43.203125
1747966570753,772.16015625,39.7421875,42.71484375,75.13671875,43.203125
1747966585754,784.359375,39.7421875,42.71484375,75.13671875,43.203125
1747966600755,783.1875,39.7421875,42.71484375,77.26171875,43.203125
1747966615756,784.4609375,39.7421875,42.71484375,77.88671875,43.203125
1747966630757,779.7734375,39.7421875,45.33984375,78.13671875,43.328125
1747966645758,784.5078125,39.7421875,45.33984375,80.23828125,43.828125
1747966660759,785.34765625,39.7421875,45.33984375,79.5859375,45.828125
1747966675760,789.9609375,43.3671875,45.33984375,79.5859375,45.828125
1747966690761,792.1796875,43.3671875,45.33984375,79.06640625,45.828125
1747966705762,787.37890625,43.3671875,45.33984375,82.31640625,45.828125
1747966720763,783.70703125,43.3671875,45.33984375,82.44140625,45.828125
1747966735765,796.359375,43.3671875,45.33984375,82.09765625,45.828125
1747966750766,791.14453125,43.3671875,45.33984375,82.09765625,45.828125
1747966765767,791.71484375,43.3671875,45.33984375,82.09765625,45.828125
1747966780768,796.203125,43.3671875,45.33984375,82.59765625,45.828125
1747966795769,791.953125,43.3671875,45.33984375,83.22265625,45.828125
1747966810770,796.5859375,43.3671875,45.33984375,82.640625,45.828125
1747966825771,798.5234375,43.3671875,45.33984375,83.015625,45.828125
1747966840772,797.6171875,43.3671875,45.33984375,82.5625,45.828125
1747966855773,798.40234375,43.3671875,45.33984375,82.5625,45.828125
1747966870775,798.30859375,43.3671875,45.33984375,82.5625,45.828125
1747966885776,799.68359375,43.3671875,45.33984375,82.6875,45.828125
1747966900777,798.375,43.3671875,45.33984375,82.30859375,45.828125
1747966915779,804.05859375,43.3671875,45.33984375,82.30859375,45.828125
1747966930780,808.7734375,43.3671875,45.33984375,81.7890625,45.828125
1747966945781,803.0859375,43.3671875,45.33984375,82.421875,45.828125
1747966960783,803.03515625,43.3671875,45.33984375,82.25390625,45.828125
1747966975784,801.984375,43.3671875,45.33984375,82.50390625,45.828125
1747966990786,807.609375,43.3671875,45.33984375,82.50390625,45.828125
1747967005786,802.0234375,43.3671875,45.33984375,82.62890625,45.828125
1747967020788,803.109375,43.3671875,45.33984375,82.62890625,45.828125
1747967035788,806.62109375,43.3671875,45.33984375,82.609375,45.828125
1747967050790,809.578125,43.3671875,45.33984375,82.609375,45.828125
1747967065791,806.734375,43.3671875,45.33984375,82.609375,45.828125
1747967080792,804.83984375,43.3671875,45.33984375,82.734375,45.828125
1747967095794,804.6796875,43.3671875,45.33984375,83.234375,45.828125
1747967110795,805.4375,43.3671875,45.33984375,83.609375,45.828125
1747967125796,806.984375,43.3671875,45.33984375,83.609375,45.828125
