ts,taosd,conn,insert,query,stmt2_bind,stmt2_async_bind
1748570469973,56.578125,19.44140625,22.19140625,24.9765625,22.46484375,22.49609375
1748570484974,685.83984375,28.45703125,23.56640625,36.6796875,23.46484375,23.74609375
1748570499977,777.56640625,38.875,25.8046875,36.9609375,25.73828125,25.80859375
1748570514979,775.8125,38.875,25.9296875,37.10546875,27.90234375,28.1640625
1748570529981,774.6953125,38.875,28.04296875,36.94921875,27.90234375,28.1640625
1748570544982,800.0546875,38.875,30.09375,39.11328125,29.94140625,30.22265625
1748570559984,802.31640625,38.875,30.09375,39.27734375,32.11328125,32.26953125
1748570574987,805.90625,38.875,32.21875,39.20703125,32.11328125,32.39453125
1748570589988,807.546875,38.875,34.28515625,39.20703125,34.3828125,34.54296875
1748570604989,809.46484375,38.875,34.28515625,39.4921875,36.40625,36.55859375
1748570619992,811.0625,39.125,36.33203125,39.53125,36.40625,36.80859375
1748570634993,815.10546875,39.125,38.33984375,39.48046875,38.4453125,38.8515625
1748570649995,816.3984375,39.125,38.33984375,39.33984375,40.44921875,40.859375
1748570664996,816.41015625,39.125,40.34375,39.3515625,40.44921875,42.8671875
1748570679997,818.1015625,39.125,42.35546875,39.34765625,42.56640625,42.8671875
1748570694999,819.375,39.125,42.35546875,39.265625,42.56640625,42.8671875
1748570710000,818.95703125,39.125,42.35546875,39.44921875,42.69140625,42.8671875
1748570725001,818.65234375,39.125,42.35546875,39.4921875,42.69140625,42.8671875
1748570740003,831.33203125,39.125,42.35546875,39.42578125,42.81640625,42.8671875
1748570755004,833.34375,39.125,42.35546875,39.46484375,42.81640625,42.8671875
1748570770007,837.5859375,39.125,42.48046875,39.703125,42.81640625,42.8671875
1748570785008,839.56640625,39.125,42.48046875,39.37109375,42.81640625,42.8671875
1748570800009,841.05859375,39.125,42.48046875,39.484375,42.81640625,42.8671875
1748570815012,841.4296875,39.125,42.60546875,39.60546875,42.81640625,42.8671875
1748570830015,846.55078125,39.125,42.60546875,39.51953125,42.81640625,42.8671875
1748570845017,847.03515625,39.125,42.60546875,39.55078125,42.81640625,42.8671875
1748570860018,848.16796875,39.125,42.60546875,39.625,42.81640625,42.8671875
1748570875021,848.26171875,39.125,42.60546875,39.59375,42.81640625,42.8671875
1748570890023,853.3984375,39.125,42.60546875,39.41796875,42.81640625,42.8671875
1748570905026,854.24609375,39.125,42.60546875,39.5,42.81640625,42.8671875
