ts,taosd,conn,insert,query,stmt2_bind,stmt2_async_bind
1749607575410,55.4921875,19.6796875,22.1640625,23.93359375,21.26171875,21.1640625
1749607590411,686.0703125,30.703125,23.2890625,37.36328125,23.63671875,23.72265625
1749607605412,780.41015625,38.8984375,25.7890625,37.23828125,25.8203125,26.08203125
1749607620414,773.46875,39.1484375,27.8515625,37.40234375,28.23828125,28.1640625
1749607635416,802.4453125,39.1484375,29.8984375,37.796875,28.23828125,28.1640625
1749607650418,808.25,39.1484375,31.90234375,37.8828125,30.40234375,30.48046875
1749607665419,809.98828125,39.1484375,31.90234375,39.76171875,32.50390625,32.5078125
1749607680420,813.75,39.1484375,33.97265625,39.609375,32.50390625,32.5078125
1749607695422,815.4375,39.1484375,35.984375,39.79296875,34.515625,34.61328125
1749607710423,818.9140625,39.1484375,38.18359375,39.53515625,34.640625,34.61328125
1749607725424,820.96875,39.1484375,40.20703125,39.8828125,36.6953125,36.61328125
1749607740425,824.6796875,39.1484375,40.20703125,39.76953125,38.703125,38.67578125
1749607755427,825.20703125,39.1484375,42.21875,39.859375,38.703125,38.67578125
1749607770428,827.78125,39.1484375,42.21875,39.68359375,40.72265625,40.7578125
1749607785430,826.79296875,39.1484375,42.21875,39.8515625,42.734375,42.86328125
1749607800431,829.89453125,39.1484375,42.21875,39.84765625,42.734375,42.86328125
1749607815433,829.69140625,39.1484375,42.21875,39.95703125,42.734375,42.86328125
1749607830434,843.4375,39.1484375,42.21875,39.95703125,42.859375,42.86328125
1749607845436,845.359375,39.2734375,42.21875,39.90234375,42.859375,42.86328125
1749607860436,850.4375,39.2734375,42.21875,39.96484375,42.859375,42.86328125
1749607875437,851.07421875,39.2734375,42.21875,39.9453125,42.859375,42.86328125
1749607890438,854.1953125,39.2734375,42.21875,39.796875,42.859375,42.86328125
1749607905440,856.8515625,39.2734375,42.21875,39.953125,42.859375,42.86328125
1749607920442,860.08984375,39.2734375,42.34375,40.05859375,42.859375,42.86328125
1749607935443,863.2109375,39.2734375,42.34375,39.890625,42.859375,42.86328125
1749607950445,863.5,39.5234375,42.34375,39.98046875,42.859375,42.86328125
1749607965446,866.171875,39.5234375,42.34375,39.92578125,42.859375,42.86328125
1749607980448,868.22265625,39.5234375,42.34375,40.1171875,42.859375,42.86328125
1749607995449,867.91796875,39.5234375,42.34375,40.0859375,42.859375,42.86328125
1749608010450,886.953125,39.5234375,42.34375,40.08203125,42.859375,42.86328125
1749608025452,888.28515625,39.5234375,42.34375,42.23828125,42.859375,42.86328125
1749608040455,890.359375,39.5234375,42.34375,42.1796875,42.859375,42.86328125
1749608055456,893.64453125,39.5234375,42.34375,42.34375,42.859375,42.86328125
1749608070460,895.4921875,39.5234375,42.34375,42.5390625,42.859375,42.86328125
1749608085461,900.55078125,39.5234375,42.34375,42.2890625,42.859375,42.86328125
1749608100463,902.3125,39.5234375,42.34375,42.34765625,42.859375,42.86328125
1749608115466,905.88671875,39.5234375,42.46875,42.65625,42.859375,42.86328125
1749608130467,906.98828125,39.5234375,42.46875,42.4609375,42.859375,42.98828125
1749608145469,910.6171875,39.5234375,42.46875,42.55859375,42.859375,42.98828125
1749608160471,909.40234375,39.5234375,42.46875,42.65234375,42.859375,42.98828125
1749608175473,907.78515625,39.5234375,42.46875,42.265625,42.859375,42.98828125
