ts,taosd,conn,insert,query,stmt2_bind,stmt2_async_bind
1749089051250,55.85546875,19.8671875,22.01171875,23.5859375,22.68359375,22.578125
1749089066251,606.92578125,31.16015625,23.01171875,37.15234375,23.55859375,23.828125
1749089081257,781.5546875,39.33984375,25.51953125,37.67578125,25.9609375,26.0390625
1749089096258,785.70703125,39.33984375,27.5859375,37.72265625,25.9609375,26.1640625
1749089111259,787.60546875,39.33984375,29.62109375,37.4765625,28.32421875,28.3671875
1749089126261,791.34375,39.33984375,29.62109375,37.68359375,30.41015625,30.5546875
1749089141263,793.9609375,39.33984375,31.72265625,37.9609375,30.53515625,30.5546875
1749089156263,811.40234375,39.33984375,33.7578125,39.9765625,32.6640625,32.734375
1749089171264,815.16015625,39.33984375,35.875,39.93359375,32.6640625,32.734375
1749089186266,815.328125,39.33984375,37.87890625,40.02734375,34.71875,34.828125
1749089201267,817.41015625,39.33984375,39.8984375,40.015625,36.734375,36.85546875
1749089216271,815.69140625,39.33984375,41.91015625,40.1328125,36.734375,38.89453125
1749089231273,817.41015625,39.46484375,41.91015625,40.0625,38.73828125,38.89453125
1749089246275,829.95703125,39.46484375,41.91015625,40.15625,40.81640625,40.9140625
1749089261276,833.8515625,39.46484375,41.91015625,40.14453125,40.81640625,40.9140625
1749089276277,837.140625,39.46484375,41.91015625,40.0,42.86328125,42.9296875
1749089291279,840.58984375,39.46484375,42.03515625,40.1171875,42.86328125,42.9296875
1749089306280,842.07421875,39.46484375,42.03515625,40.1640625,42.86328125,42.9296875
1749089321283,847.484375,39.46484375,42.03515625,39.94140625,42.98828125,42.9296875
1749089336284,847.74609375,39.46484375,42.03515625,40.06640625,42.98828125,42.9296875
1749089351286,851.3203125,39.46484375,42.03515625,40.19140625,42.98828125,42.9296875
1749089366287,854.171875,39.46484375,42.03515625,40.1796875,42.98828125,42.9296875
1749089381289,854.69921875,39.46484375,42.03515625,40.14453125,42.98828125,42.9296875
1749089396291,857.42578125,39.46484375,42.03515625,40.05859375,42.98828125,42.9296875
1749089411292,857.9453125,39.46484375,42.03515625,40.05859375,42.98828125,42.9296875
1749089426293,861.00390625,39.46484375,42.03515625,40.171875,42.98828125,42.9296875
1749089441294,873.578125,39.46484375,42.03515625,39.86328125,42.98828125,42.9296875
1749089456296,876.6640625,39.46484375,42.03515625,40.1015625,42.98828125,42.9296875
1749089471297,886.4375,39.46484375,42.16015625,40.3984375,42.98828125,42.9296875
1749089486299,888.4375,39.46484375,42.16015625,40.2734375,42.98828125,42.9296875
1749089501299,889.96875,39.46484375,42.16015625,42.27734375,42.98828125,42.9296875
1749089516301,893.69140625,39.46484375,42.16015625,42.3515625,42.98828125,42.9296875
1749089531303,895.46484375,39.58984375,42.16015625,42.16015625,42.98828125,42.9296875
1749089546305,899.0,39.58984375,42.16015625,42.2734375,42.98828125,42.9296875
1749089561307,900.9765625,39.58984375,42.16015625,42.49609375,42.98828125,42.9296875
1749089576309,903.5234375,39.58984375,42.16015625,42.390625,43.11328125,42.9296875
1749089591310,904.515625,39.58984375,42.16015625,42.66015625,43.23828125,42.9296875
1749089606312,904.484375,39.58984375,42.16015625,42.328125,43.23828125,42.9296875
1749089621313,905.8515625,39.58984375,42.16015625,42.50390625,43.23828125,42.9296875
1749089636315,918.5859375,39.58984375,42.16015625,42.37109375,43.23828125,42.9296875
1749089651318,924.3671875,39.58984375,42.16015625,42.5078125,43.23828125,43.0546875
1749089666320,926.3359375,39.58984375,42.16015625,42.44921875,43.23828125,43.0546875
1749089681323,930.13671875,39.58984375,42.16015625,42.3828125,43.23828125,43.0546875
1749089696325,932.20703125,39.58984375,42.16015625,42.34375,43.23828125,43.0546875
1749089711329,935.33203125,39.58984375,42.16015625,42.46875,43.23828125,43.0546875
1749089726330,935.47265625,39.58984375,42.16015625,42.3828125,43.23828125,43.0546875
1749089741331,938.78125,39.58984375,42.16015625,42.484375,43.23828125,43.0546875
1749089756333,941.80078125,39.58984375,42.16015625,42.65234375,43.23828125,43.0546875
1749089771334,942.859375,39.58984375,42.16015625,42.50390625,43.23828125,43.0546875
