ts,taosd,conn,insert,query,stmt2_bind,stmt2_async_bind
1748266126979,591.546875,103.9453125,79.17578125,102.83984375,40.48046875,36.6484375
1748266141979,1093.61328125,822.85546875,770.94140625,809.08984375,0.0,0.0
1748266156980,1128.19921875,834.078125,790.21484375,813.140625,0.0,0.0
1748266171982,1153.83203125,837.1171875,792.6640625,813.8828125,0.0,0.0
1748266186983,1175.859375,835.21484375,795.109375,812.47265625,0.0,0.0
1748266201984,1195.3984375,840.91796875,799.0078125,814.87109375,0.0,0.0
1748266216985,1212.00390625,844.546875,799.5625,816.3046875,0.0,0.0
1748266231986,1226.8828125,844.46875,805.06640625,817.29296875,0.0,0.0
1748266246987,1240.5390625,841.3984375,808.734375,815.47265625,0.0,0.0
1748266261988,1250.7265625,844.3046875,811.3671875,817.34375,0.0,0.0
1748266276989,1262.34375,846.82421875,812.578125,816.546875,0.0,0.0
1748266291990,1270.66015625,847.1875,813.90234375,818.65234375,0.0,0.0
1748266306991,1282.50390625,847.1953125,817.34375,820.19140625,0.0,0.0
1748266321994,1291.99609375,846.390625,817.39453125,819.63671875,0.0,0.0
1748266336995,1296.796875,840.12890625,819.91015625,820.13671875,0.0,0.0
1748266351996,1305.12109375,840.53515625,821.3515625,825.0234375,0.0,0.0
1748266366997,1313.19140625,846.29296875,821.296875,826.0234375,0.0,0.0
1748266381998,1317.16796875,847.44921875,821.859375,826.5078125,0.0,0.0
1748266396999,1323.8515625,846.87890625,821.234375,825.01953125,0.0,0.0
1748266412000,1331.421875,843.21875,822.28515625,825.26953125,0.0,0.0
1748266427001,1345.11328125,845.1875,827.16796875,825.73828125,0.0,0.0
1748266442001,1355.91015625,846.6640625,829.99609375,826.36328125,0.0,0.0
1748266457002,1364.58984375,845.16796875,830.45703125,828.8125,0.0,0.0
1748266472003,1366.9765625,844.20703125,832.078125,827.80859375,0.0,0.0
1748266487004,1377.421875,840.7265625,832.23828125,828.68359375,0.0,0.0
1748266502006,1382.09765625,847.56640625,835.12109375,826.65625,0.0,0.0
1748266517007,1383.42578125,846.71484375,837.80078125,827.15625,0.0,0.0
1748266532007,1388.0,846.98046875,840.6171875,827.53125,0.0,0.0
1748266547008,1391.8515625,844.08984375,841.9140625,826.9921875,0.0,0.0
1748266562010,1396.36328125,843.94140625,843.2578125,829.4140625,0.0,0.0
1748266577010,1399.703125,847.3828125,848.19921875,829.5390625,0.0,0.0
1748266592012,1401.78515625,846.6015625,850.67578125,832.38671875,0.0,0.0
1748266607013,1403.88671875,846.02734375,852.58203125,832.76171875,0.0,0.0
1748266622014,1410.2421875,846.71484375,853.01171875,833.13671875,0.0,0.0
1748266637015,1414.55859375,846.8203125,861.20703125,833.51171875,0.0,0.0
1748266652016,1425.73046875,847.07421875,862.77734375,833.58984375,0.0,0.0
1748266667017,1433.17578125,847.3515625,860.91015625,840.22265625,0.0,0.0
1748266682018,1452.546875,847.3125,861.36328125,838.24609375,0.0,0.0
