ts,taosd,conn,insert,query,stmt2_bind,stmt2_async_bind
1749261764178,56.4296875,19.765625,22.08984375,24.71875,22.125,21.13671875
1749261779179,746.609375,30.88671875,23.46484375,37.47265625,23.625,23.88671875
1749261794181,780.30078125,39.125,25.8203125,37.66015625,26.01171875,26.25390625
1749261809181,784.4296875,39.125,27.953125,37.63671875,28.21484375,28.36328125
1749261824182,790.35546875,39.125,29.96875,37.9921875,30.4765625,30.546875
1749261839183,795.99609375,39.125,29.96875,40.03125,30.4765625,30.546875
1749261854185,809.8046875,39.125,31.96875,40.03515625,32.5546875,32.703125
1749261869186,813.19921875,39.125,34.046875,39.9921875,34.61328125,34.77734375
1749261884187,815.03515625,39.125,36.05078125,40.1640625,36.6796875,36.78515625
1749261899189,818.8515625,39.5,38.15625,40.109375,38.68359375,38.91015625
1749261914191,820.54296875,39.5,40.2734375,40.078125,38.68359375,38.91015625
1749261929192,824.5546875,39.5,40.2734375,40.12109375,40.75,40.9140625
1749261944193,828.09765625,39.5,42.296875,40.2265625,42.765625,42.9140625
1749261959194,831.4921875,39.5,42.296875,40.28515625,42.765625,42.9140625
1749261974197,831.71875,39.5,42.296875,40.08984375,42.765625,42.9140625
1749261989198,834.42578125,39.5,42.296875,39.93359375,42.765625,42.9140625
1749262004200,838.0,39.5,42.296875,40.015625,42.765625,42.9140625
1749262019202,840.24609375,39.5,42.296875,40.22265625,42.765625,42.9140625
1749262034203,839.0390625,39.5,42.296875,40.16015625,42.890625,42.9140625
1749262049204,843.140625,39.5,42.296875,40.00390625,42.890625,42.9140625
1749262064205,854.31640625,39.5,42.296875,40.078125,42.890625,42.9140625
1749262079207,858.2578125,39.5,42.296875,40.06640625,42.890625,42.9140625
1749262094208,860.50390625,39.5,42.296875,40.1328125,42.890625,42.9140625
1749262109209,864.52734375,39.5,42.296875,40.07421875,42.890625,42.9140625
1749262124212,865.8828125,39.5,42.296875,40.32421875,42.890625,42.9140625
1749262139213,869.109375,39.5,42.296875,40.32421875,42.890625,42.9140625
