ts,taosd,conn,insert,query,stmt2_bind,stmt2_async_bind,stmt2_query
1784949676728,59.96484375,24.94140625,28.30859375,31.76953125,27.9296875,28.6875,28.45703125
1784949691729,611.0,32.0703125,29.5625,43.38671875,29.6640625,30.0078125,31.078125
1784949706730,777.92578125,40.28515625,29.78515625,43.66796875,29.83984375,30.14453125,35.60546875
1784949721731,780.0859375,44.53125,30.171875,43.796875,30.05859375,30.2734375,38.13671875
1784949736732,781.7734375,44.5390625,30.25,43.79296875,30.2265625,30.4375,40.38671875
1784949751734,783.02734375,44.5390625,30.28125,43.8828125,30.3515625,30.55078125,42.47265625
1784949766736,785.3671875,44.74609375,30.30859375,45.96484375,30.46484375,30.69140625,44.5703125
1784949781737,797.62890625,44.75390625,30.33984375,46.03125,30.55859375,30.80078125,48.65234375
1784949796739,813.17578125,44.75390625,30.35546875,46.078125,32.60546875,32.84765625,50.73828125
1784949811741,818.20703125,44.7578125,30.3828125,46.1328125,32.67578125,32.8671875,50.80859375
1784949826742,820.2734375,44.76171875,30.4140625,46.078125,32.703125,32.88671875,50.92578125
1784949841743,821.31640625,44.765625,30.4375,46.140625,32.73046875,32.90625,51.01953125
1784949856746,826.52734375,44.765625,30.46875,46.11328125,32.75390625,32.93359375,51.09765625
1784949871747,828.23046875,44.765625,30.484375,46.1953125,32.78125,32.98046875,51.18359375
1784949886748,829.5078125,44.765625,30.5234375,46.23046875,32.8046875,33.01171875,51.25390625
1784949901750,831.6171875,44.76953125,30.53515625,46.2109375,34.82421875,35.02734375,51.28515625
1784949916751,835.96875,44.7734375,30.55859375,46.22265625,34.8359375,35.0390625,51.2890625
1784949931752,837.6484375,44.77734375,30.578125,46.27734375,34.875,35.0546875,51.31640625
1784949946754,837.67578125,44.77734375,30.61328125,46.43359375,34.88671875,35.0703125,51.33203125
1784949961755,839.78515625,44.77734375,30.6328125,46.1484375,34.91015625,35.0859375,51.35546875
1784949976757,844.07421875,44.77734375,30.640625,46.26953125,34.921875,35.140625,51.37109375
1784949991759,845.203125,44.77734375,30.64453125,46.31640625,34.94140625,35.18359375,51.37890625
1784950006760,846.5234375,44.79296875,30.6640625,46.3125,36.9453125,35.19921875,51.39453125
1784950021761,851.35546875,44.796875,30.67578125,46.375,36.953125,37.21875,51.41015625
1784950036762,854.0625,44.796875,30.68359375,46.3515625,36.96484375,37.234375,51.41796875
1784950051764,856.52734375,44.8125,30.6953125,46.31640625,36.9921875,37.2578125,51.421875
1784950066765,858.43359375,44.81640625,30.7109375,46.55078125,37.0078125,37.2734375,51.44140625
1784950081766,862.3359375,44.8203125,30.7265625,46.60546875,37.015625,37.28125,51.45703125
1784950096767,864.03515625,44.8203125,30.734375,46.4453125,37.03125,37.28515625,51.4609375
1784950111771,865.67578125,44.828125,30.73828125,46.46875,37.03515625,37.28515625,51.4609375
1784950126773,867.8828125,44.83203125,30.7421875,46.44140625,39.0390625,39.2890625,51.46875
1784950141775,869.2109375,44.8359375,30.7421875,46.3671875,39.0703125,39.30078125,51.46875
1784950156776,870.5703125,44.83984375,30.7421875,46.48046875,39.07421875,39.30859375,51.46875
1784950171777,872.8046875,44.83984375,30.74609375,46.37890625,39.078125,39.3203125,51.4765625
