ts,taosd,conn,insert,query,stmt2_bind,stmt2_async_bind
1749693873021,57.0078125,19.86328125,22.421875,24.65625,22.125,22.2109375
1749693888023,703.375,30.94921875,23.671875,37.5,23.5,23.5859375
1749693903024,782.8125,39.53125,25.99609375,37.48828125,25.74609375,25.95703125
1749693918027,786.67578125,39.53125,28.09765625,37.7734375,27.96875,28.12890625
1749693933028,790.2734375,39.53125,30.23046875,37.83203125,27.96875,28.25390625
1749693948031,807.4921875,39.53125,32.25,37.76953125,30.3203125,30.52734375
1749693963032,811.45703125,39.53125,32.25,39.6484375,32.34765625,32.5703125
1749693978033,812.96484375,39.53125,34.25390625,39.6796875,32.34765625,32.5703125
1749693993037,816.84375,39.53125,36.34765625,39.5234375,34.41796875,34.625
1749694008039,818.328125,39.53125,38.3984375,39.60546875,36.625,36.64453125
1749694023040,819.63671875,39.53125,40.3984375,39.6640625,36.625,38.671875
1749694038044,821.17578125,39.53125,42.3984375,39.953125,38.65234375,38.671875
1749694053046,822.01171875,39.53125,42.5234375,39.7421875,40.6640625,40.7890625
1749694068047,823.38671875,39.53125,42.5234375,39.80078125,42.68359375,42.86328125
1749694083048,835.234375,39.53125,42.5234375,39.8671875,42.68359375,42.86328125
1749694098049,839.04296875,39.53125,42.5234375,39.94140625,42.68359375,42.86328125
1749694113051,842.8203125,39.53125,42.5234375,39.77734375,42.68359375,42.86328125
1749694128053,844.59765625,39.53125,42.5234375,40.0,42.68359375,42.86328125
1749694143057,848.16015625,39.53125,42.6484375,39.88671875,42.68359375,42.86328125
1749694158058,851.3671875,39.53125,42.6484375,39.953125,42.68359375,42.86328125
1749694173060,853.625,39.53125,42.6484375,39.84765625,42.68359375,42.86328125
1749694188061,856.140625,39.53125,42.6484375,39.9609375,42.68359375,42.86328125
1749694203064,857.63671875,39.53125,42.6484375,39.9921875,42.68359375,42.86328125
1749694218065,861.4375,39.53125,42.6484375,39.8203125,42.68359375,42.86328125
1749694233066,864.7734375,39.53125,42.6484375,40.06640625,42.68359375,42.86328125
1749694248067,867.5390625,39.53125,42.6484375,39.85546875,42.68359375,42.86328125
1749694263071,869.4765625,39.53125,42.6484375,39.88671875,42.68359375,42.86328125
1749694278072,883.58203125,39.53125,42.6484375,39.921875,42.80859375,42.86328125
1749694293073,887.39453125,39.53125,42.6484375,40.14453125,42.80859375,42.86328125
1749694308075,891.04296875,39.53125,42.6484375,42.4140625,42.80859375,42.86328125
1749694323078,892.7578125,39.53125,42.6484375,42.234375,42.80859375,42.86328125
1749694338079,896.89453125,39.53125,42.6484375,42.25,42.80859375,42.86328125
1749694353080,900.22265625,39.53125,42.6484375,42.421875,42.80859375,42.86328125
1749694368082,901.93359375,39.53125,42.6484375,42.29296875,42.80859375,42.86328125
