ts,taosd,conn,insert,query,stmt2_bind
1747792975722,40.875,19.4921875,21.6796875,23.6796875,20.515625
1747792990723,444.625,36.7265625,25.28125,48.16796875,23.890625
1747793005724,463.1640625,38.734375,27.5859375,49.79296875,26.05859375
1747793020727,468.30859375,38.859375,29.640625,50.16796875,28.390625
1747793035728,471.109375,38.859375,31.6484375,50.16796875,30.4609375
1747793050729,476.78515625,38.859375,35.82421875,50.66796875,30.4609375
1747793065731,484.62109375,38.859375,37.9140625,50.79296875,32.56640625
1747793080733,484.49609375,38.859375,39.91796875,50.79296875,34.640625
1747793095734,490.734375,38.859375,41.91796875,51.66796875,36.65625
1747793110735,497.66796875,38.859375,41.91796875,51.66796875,36.78125
1747793125737,500.8203125,38.859375,41.91796875,51.66796875,38.796875
1747793140738,495.703125,38.859375,41.91796875,51.66796875,40.86328125
1747793155739,496.8125,38.859375,41.91796875,51.66796875,42.87109375
1747793170741,520.5,38.859375,41.91796875,51.79296875,42.87109375
1747793185742,521.9609375,38.859375,41.91796875,53.89453125,42.87109375
1747793200743,528.9375,38.859375,41.91796875,54.64453125,42.87109375
1747793215745,535.76171875,38.859375,41.91796875,54.64453125,42.87109375
1747793230746,541.7578125,38.859375,41.91796875,54.76953125,42.87109375
1747793245747,543.3984375,38.859375,41.91796875,54.76953125,42.87109375
1747793260748,559.44140625,38.859375,42.04296875,54.89453125,42.87109375
1747793275749,556.5546875,38.859375,42.04296875,54.89453125,42.87109375
1747793290751,562.94140625,38.859375,42.04296875,54.89453125,42.87109375
1747793305752,574.30078125,38.859375,42.04296875,54.89453125,42.87109375
1747793320754,576.45703125,38.859375,42.04296875,54.89453125,42.87109375
1747793335755,579.6171875,38.859375,42.04296875,54.89453125,42.87109375
1747793350756,584.11328125,38.859375,42.04296875,55.01953125,42.87109375
1747793365757,596.27734375,39.109375,42.04296875,55.01953125,42.87109375
1747793380758,661.7109375,39.109375,42.04296875,55.01953125,42.99609375
1747793395759,681.19140625,39.109375,42.04296875,55.01953125,42.99609375
1747793410761,688.07421875,39.109375,42.04296875,55.01953125,42.99609375
1747793425762,703.0390625,39.109375,42.04296875,55.01953125,42.99609375
1747793440763,709.96484375,39.109375,42.04296875,55.01953125,42.99609375
1747793455763,714.6640625,39.109375,42.04296875,55.01953125,42.99609375
1747793470765,720.640625,39.109375,42.04296875,55.01953125,42.99609375
1747793485767,724.1796875,39.109375,42.04296875,55.01953125,42.99609375
1747793500768,729.8125,39.109375,42.16796875,55.01953125,42.99609375
1747793515769,734.9765625,39.109375,42.16796875,55.01953125,42.99609375
1747793530770,748.0703125,39.109375,42.16796875,57.8515625,43.12109375
1747793545771,753.9296875,39.109375,42.16796875,58.8515625,43.12109375
1747793560772,752.359375,39.109375,42.16796875,61.1015625,43.12109375
1747793575773,750.76171875,39.109375,42.16796875,62.625,43.12109375
1747793590775,758.08984375,39.109375,42.16796875,64.0,43.12109375
1747793605775,761.5859375,39.109375,42.16796875,66.0625,43.12109375
1747793620777,770.33203125,39.109375,42.16796875,66.20703125,43.12109375
1747793635778,771.01953125,39.109375,42.16796875,66.15625,43.12109375
1747793650779,770.92578125,39.109375,42.16796875,68.4375,43.12109375
1747793665781,769.8359375,39.109375,42.16796875,69.0625,43.24609375
1747793680782,768.5390625,39.109375,42.16796875,69.0625,43.24609375
1747793695783,768.3984375,39.109375,42.16796875,70.58984375,43.24609375
1747793710784,767.67578125,39.109375,42.16796875,70.71484375,43.24609375
1747793725785,767.125,39.109375,42.16796875,72.453125,43.37109375
1747793740786,767.87109375,39.109375,42.16796875,72.453125,43.37109375
1747793755787,769.7421875,39.109375,42.16796875,72.453125,43.37109375
1747793770788,777.6484375,39.109375,42.16796875,74.58984375,43.37109375
1747793785791,777.46484375,39.109375,42.16796875,74.71484375,43.37109375
1747793800794,791.9375,39.109375,42.16796875,75.21484375,43.37109375
1747793815795,792.3125,39.109375,42.16796875,77.88671875,43.37109375
1747793830796,803.61328125,39.109375,42.16796875,78.51171875,43.37109375
1747793845797,809.32421875,39.109375,42.16796875,78.17578125,43.37109375
1747793860798,809.484375,39.109375,42.16796875,78.80078125,43.37109375
1747793875799,811.046875,39.109375,44.54296875,78.80078125,43.37109375
1747793890802,808.36328125,39.109375,44.54296875,79.42578125,43.37109375
1747793905803,806.1484375,39.109375,44.54296875,81.17578125,43.37109375
1747793920804,804.13671875,39.109375,44.54296875,83.30078125,43.37109375
1747793935805,808.4921875,39.109375,44.54296875,83.30078125,46.62109375
1747793950806,809.0625,39.109375,44.54296875,83.30078125,46.62109375
1747793965807,808.71875,42.484375,44.54296875,83.30078125,46.62109375
1747793980809,794.546875,42.484375,44.66796875,83.30078125,46.62109375
1747793995811,810.79296875,42.484375,44.66796875,83.30078125,46.62109375
1747794010812,813.7265625,42.484375,44.66796875,82.9765625,46.62109375
1747794025813,814.078125,42.484375,44.66796875,82.9765625,46.62109375
1747794040814,814.27734375,42.484375,44.66796875,82.9765625,46.62109375
1747794055815,812.6640625,42.484375,44.66796875,83.6015625,46.62109375
1747794070816,812.82421875,42.484375,44.66796875,83.7265625,46.74609375
1747794085817,813.52734375,42.484375,44.66796875,83.9765625,46.74609375
1747794100818,813.5625,42.484375,44.66796875,83.9765625,46.74609375
1747794115819,816.44921875,42.484375,44.66796875,83.9765625,46.74609375
1747794130820,813.00390625,42.484375,44.66796875,83.35546875,46.74609375
1747794145822,815.015625,42.484375,44.79296875,84.10546875,46.74609375
1747794160822,814.53515625,42.484375,44.79296875,84.10546875,46.74609375
1747794175823,794.8515625,42.484375,44.79296875,84.10546875,46.74609375
1747794190825,816.11328125,42.484375,44.79296875,83.76953125,46.74609375
1747794205826,817.015625,42.484375,44.79296875,83.76953125,46.74609375
1747794220827,819.84375,42.609375,44.79296875,84.26953125,46.74609375
1747794235828,817.9140625,42.609375,44.79296875,84.26953125,46.74609375
1747794250829,818.609375,42.609375,44.79296875,84.1171875,46.74609375
1747794265831,818.6015625,42.609375,44.79296875,84.6171875,46.74609375
1747794280832,819.43359375,42.609375,44.79296875,84.6171875,46.74609375
1747794295834,817.57421875,42.609375,44.79296875,84.6171875,46.74609375
1747794310835,817.65625,42.609375,44.79296875,84.24609375,46.74609375
1747794325836,817.90234375,42.609375,44.79296875,84.24609375,46.74609375
1747794340837,817.0078125,42.609375,44.79296875,84.24609375,46.74609375
1747794355839,811.2421875,42.609375,44.79296875,84.2109375,46.74609375
1747794370840,817.91015625,42.609375,44.79296875,83.7734375,46.74609375
1747794385842,818.43359375,42.609375,44.79296875,83.19140625,46.74609375
1747794400843,822.07421875,42.609375,44.79296875,82.7265625,46.74609375
1747794415844,820.9765625,42.734375,44.79296875,82.8515625,46.74609375
1747794430846,824.04296875,42.734375,44.79296875,83.3515625,46.74609375
1747794445847,819.57421875,42.734375,44.79296875,83.8515625,46.74609375
1747794460848,816.98046875,42.734375,44.79296875,84.3515625,46.74609375
1747794475849,816.50390625,42.734375,44.79296875,84.3515625,46.74609375
1747794490850,818.5234375,42.734375,44.79296875,84.8515625,46.74609375
1747794505854,820.17578125,42.734375,44.79296875,84.8515625,46.74609375
1747794520855,818.79296875,42.734375,44.79296875,84.8515625,46.74609375
1747794535856,821.3359375,42.734375,44.79296875,84.8515625,46.74609375
1747794550857,811.390625,42.734375,44.79296875,84.4375,46.74609375
1747794565859,824.046875,42.734375,44.79296875,84.4375,46.74609375
1747794580860,824.38671875,42.734375,44.79296875,84.9375,46.74609375
1747794595862,824.234375,42.734375,44.79296875,84.9375,46.74609375
1747794610865,827.09375,42.734375,44.79296875,84.9375,46.74609375
1747794625866,825.40234375,42.734375,44.79296875,84.9375,46.74609375
1747794640867,826.2890625,42.734375,44.79296875,84.9375,46.74609375
1747794655868,824.52734375,42.734375,44.79296875,84.44140625,46.74609375
1747794670870,825.9609375,42.734375,44.79296875,84.44140625,46.74609375
1747794685871,826.35546875,42.734375,44.79296875,84.44140625,46.74609375
1747794700873,825.58984375,42.734375,44.79296875,84.44140625,46.74609375
1747794715874,820.00390625,42.734375,44.79296875,84.44140625,46.74609375
1747794730876,823.328125,42.734375,44.79296875,84.34765625,46.74609375
