ts,taosd,conn,insert,query,stmt2_bind,stmt2_async_bind
1748255610626,42.42578125,19.1015625,21.6875,24.15625,20.62109375,20.5625
1748255625627,614.5234375,30.25390625,22.9375,37.296875,37.80078125,37.8515625
1748255640629,679.109375,38.48046875,25.4609375,37.7421875,41.90234375,0.0
1748255655631,696.6484375,38.48046875,27.48046875,37.5703125,42.02734375,0.0
1748255670633,700.13671875,38.60546875,31.56640625,37.546875,42.40234375,0.0
1748255685635,702.24609375,38.60546875,33.671875,37.640625,42.40234375,0.0
1748255700635,701.44921875,38.60546875,35.6875,39.6953125,42.40234375,0.0
1748255715637,705.265625,38.60546875,37.6953125,39.77734375,42.40234375,0.0
1748255730638,719.26171875,38.60546875,39.73046875,39.87890625,42.40234375,0.0
1748255745639,722.59375,38.60546875,41.8359375,39.8515625,42.40234375,0.0
1748255760640,726.72265625,38.60546875,41.8359375,40.046875,42.52734375,0.0
1748255775642,732.28515625,38.60546875,41.8359375,39.8125,42.52734375,0.0
1748255790643,736.33984375,38.60546875,41.8359375,40.015625,42.65234375,0.0
1748255805644,742.07421875,38.60546875,41.8359375,40.140625,42.77734375,0.0
1748255820645,747.6328125,38.60546875,41.8359375,39.9921875,42.90234375,0.0
1748255835646,750.07421875,38.60546875,41.8359375,39.97265625,42.90234375,0.0
1748255850649,752.76953125,38.60546875,41.9609375,40.03125,42.90234375,0.0
1748255865653,755.87109375,38.60546875,41.9609375,39.98046875,42.90234375,0.0
1748255880654,759.02734375,38.60546875,41.9609375,39.93359375,42.90234375,0.0
1748255895655,763.8203125,38.60546875,41.9609375,39.953125,42.90234375,0.0
1748255910657,766.5078125,38.60546875,41.9609375,40.05859375,42.90234375,0.0
1748255925658,781.62890625,38.60546875,41.9609375,40.22265625,42.90234375,0.0
1748255940659,786.6953125,38.60546875,41.9609375,40.28125,42.90234375,0.0
1748255955660,786.046875,38.60546875,41.9609375,40.17578125,42.90234375,0.0
1748255970662,796.19140625,38.60546875,42.0859375,42.31640625,42.90234375,0.0
1748255985663,801.81640625,38.60546875,42.0859375,42.28125,42.90234375,0.0
1748256000664,805.5546875,38.60546875,42.0859375,42.21484375,42.90234375,0.0
1748256015666,811.125,38.60546875,42.0859375,42.35546875,42.90234375,0.0
1748256030667,815.1171875,38.60546875,42.0859375,42.28515625,42.90234375,0.0
