ts,taosd,conn,insert,query,stmt2_bind
1747641624480,38.125,19.61328125,22.0078125,23.26171875,20.28515625
1747641639481,454.70703125,35.03515625,25.8125,49.06640625,23.78515625
1747641654487,457.34375,39.12890625,28.046875,50.44140625,25.9453125
1747641669488,463.0234375,39.12890625,30.046875,51.06640625,28.1328125
1747641684489,466.62109375,39.12890625,32.2890625,51.19140625,30.4140625
1747641699491,472.2734375,39.12890625,34.29296875,51.19140625,32.4609375
1747641714493,478.55859375,39.12890625,36.30859375,51.44140625,34.47265625
1747641729493,483.421875,39.12890625,38.31640625,51.56640625,34.47265625
1747641744494,481.76171875,39.12890625,40.3359375,51.81640625,36.53125
1747641759496,486.44921875,39.12890625,42.41796875,51.81640625,38.63671875
1747641774497,482.75,39.12890625,42.41796875,51.94140625,40.65625
1747641789499,482.3125,39.12890625,42.41796875,52.31640625,42.6640625
1747641804500,504.41015625,39.12890625,42.41796875,54.35546875,42.6640625
1747641819502,508.7421875,39.25390625,42.41796875,54.35546875,42.6640625
1747641834503,514.1171875,39.25390625,42.41796875,54.35546875,42.6640625
1747641849505,520.57421875,39.25390625,42.41796875,54.48046875,42.6640625
1747641864507,521.6015625,39.25390625,42.41796875,54.73046875,42.6640625
1747641879510,522.14453125,39.25390625,42.41796875,54.73046875,42.6640625
1747641894510,528.23046875,39.25390625,42.41796875,54.73046875,42.6640625
1747641909513,537.25,39.25390625,42.41796875,54.73046875,42.6640625
1747641924514,541.94921875,39.25390625,42.41796875,54.73046875,42.6640625
1747641939516,541.875,39.25390625,42.41796875,54.73046875,42.6640625
1747641954517,552.15234375,39.25390625,42.41796875,54.73046875,42.7890625
1747641969519,561.65625,39.25390625,42.41796875,54.73046875,42.7890625
1747641984521,562.46875,39.25390625,42.41796875,54.73046875,42.7890625
1747641999522,565.87890625,39.25390625,42.41796875,54.73046875,42.7890625
1747642014523,556.77734375,39.25390625,42.41796875,54.85546875,42.9140625
1747642029524,554.3046875,39.25390625,42.41796875,54.85546875,42.9140625
1747642044526,579.8828125,39.25390625,42.41796875,54.85546875,42.9140625
