ts,taosd,conn,insert,query
1747622112574,389.76953125,41.6328125,45.0078125,76.87109375
1747622127574,397.3046875,41.6328125,45.0078125,76.87109375
1747622142575,401.4140625,41.6328125,45.0078125,76.87109375
1747622157576,400.9296875,41.6328125,45.0078125,76.87109375
1747622172577,402.58203125,41.6328125,45.0078125,76.87109375
1747622187578,402.5703125,41.6328125,45.0078125,76.87109375
1747622202579,403.796875,41.6328125,45.0078125,76.87109375
1747622217579,403.81640625,41.6328125,45.0078125,77.37109375
1747622232581,403.71484375,41.6328125,45.0078125,77.37109375
1747622247582,403.53125,41.6328125,45.0078125,77.74609375
1747622262583,403.89453125,41.6328125,45.0078125,77.74609375
1747622277583,403.75390625,41.6328125,45.0078125,77.74609375
1747622292584,403.44140625,41.6328125,45.0078125,77.74609375
1747622307585,403.69921875,41.6328125,45.0078125,77.74609375
1747622322586,403.3671875,41.6328125,45.0078125,77.74609375
1747622337587,403.44921875,41.6328125,45.0078125,77.74609375
1747622352588,405.04296875,41.6328125,45.0078125,77.74609375
1747622367589,405.5390625,41.6328125,45.0078125,77.74609375
1747622382590,404.70703125,41.6328125,45.0078125,77.74609375
1747622397591,407.27734375,41.6328125,45.0078125,77.74609375
1747622412591,407.421875,41.6328125,45.0078125,77.74609375
1747622427592,407.9375,41.6328125,45.0078125,77.74609375
1747622442593,407.40625,41.6328125,45.0078125,77.71484375
1747622457594,407.15234375,41.6328125,45.0078125,77.71484375
1747622472595,407.12109375,41.6328125,45.0078125,77.71484375
1747622487595,407.19921875,41.6328125,45.0078125,77.71484375
1747622502597,406.7890625,41.6328125,45.0078125,77.83984375
1747622517598,407.17578125,41.6328125,45.0078125,77.83984375
1747622532599,408.9375,41.6328125,45.0078125,77.83984375
1747622547599,410.796875,41.6328125,45.0078125,77.83984375
1747622562600,410.640625,41.6328125,45.0078125,77.83984375
1747622577601,410.45703125,41.6328125,45.0078125,77.83984375
1747622592602,411.109375,41.6328125,45.0078125,77.83984375
1747622607603,411.171875,41.6328125,45.0078125,77.83984375
1747622622604,417.078125,41.6328125,45.0078125,77.83984375
1747622637605,414.5234375,41.6328125,45.0078125,77.83984375
1747622652605,414.48828125,41.6328125,45.0078125,77.83984375
1747622667606,400.88671875,41.6328125,45.0078125,77.83984375
1747622682607,415.546875,41.6328125,45.0078125,77.83984375
1747622697608,415.40234375,41.6328125,45.0078125,77.83984375
1747622712609,415.609375,41.6328125,45.0078125,77.83984375
1747622727609,415.67578125,41.6328125,45.0078125,77.83984375
1747622742610,415.625,41.6328125,45.0078125,77.83984375
1747622757610,415.39453125,41.6328125,45.0078125,77.83984375
1747622772612,415.55078125,41.6328125,45.0078125,77.83984375
1747622787612,415.46484375,41.6328125,45.0078125,77.83984375
1747622802613,415.26953125,41.6328125,45.0078125,77.83984375
1747622817614,415.2109375,41.6328125,45.0078125,77.83984375
1747622832615,415.2265625,41.6328125,45.0078125,77.83984375
1747622847615,415.3203125,41.6328125,45.0078125,77.83984375
1747622862616,415.1171875,41.6328125,45.0078125,77.83984375
1747622877617,415.62890625,41.6328125,45.0078125,77.83984375
1747622892617,415.1328125,41.6328125,45.0078125,77.83984375
1747622907618,415.04296875,41.6328125,45.0078125,77.83984375
1747622922619,415.60546875,41.6328125,45.0078125,77.83984375
1747622937620,408.640625,41.6328125,45.0078125,77.83984375
1747622952621,415.6328125,41.6328125,45.0078125,77.83984375
1747622967622,415.8203125,41.6328125,45.0078125,77.83984375
1747622982623,415.81640625,41.6328125,45.0078125,78.21484375
1747622997624,417.39453125,41.6328125,45.0078125,78.28515625
1747623012624,417.421875,41.6328125,45.0078125,78.28515625
1747623027625,417.1328125,41.6328125,45.0078125,78.28515625
1747623042626,417.1328125,41.6328125,45.0078125,78.28515625
1747623057627,417.4609375,41.6328125,45.0078125,78.28515625
1747623072628,417.3984375,41.6328125,45.0078125,78.28515625
1747623087629,417.078125,41.6328125,45.0078125,78.28515625
1747623102629,416.9609375,41.6328125,45.0078125,78.28515625
1747623117630,417.0,41.6328125,45.0078125,78.28515625
1747623132631,417.125,41.6328125,45.0078125,78.28515625
1747623147632,417.140625,41.6328125,45.0078125,78.28515625
1747623162632,417.37109375,41.6328125,45.0078125,78.28515625
1747623177634,417.1171875,41.6328125,45.0078125,78.28515625
1747623192634,416.92578125,41.6328125,45.0078125,78.28515625
1747623207635,417.84375,41.6328125,45.0078125,78.28515625
1747623222636,418.77734375,41.6328125,45.0078125,78.28515625
1747623237637,418.82421875,41.6328125,45.0078125,78.28515625
1747623252638,418.86328125,41.6328125,45.0078125,78.28515625
1747623267638,419.140625,41.6328125,45.0078125,78.28515625
1747623282640,419.16796875,41.6328125,45.0078125,78.28515625
1747623297641,418.91015625,41.6328125,45.0078125,78.28515625
1747623312642,419.09375,41.6328125,45.0078125,78.28515625
1747623327643,418.69140625,41.6328125,45.0078125,78.28515625
1747623342644,418.8984375,41.6328125,45.0078125,78.28515625
1747623357645,419.0625,41.6328125,45.0078125,78.28515625
1747623372645,419.453125,41.6328125,45.0078125,78.28515625
1747623387646,418.81640625,41.6328125,45.0078125,78.28515625
1747623402647,418.8046875,41.6328125,45.0078125,78.28515625
1747623417648,418.73046875,41.6328125,45.0078125,78.28515625
1747623432649,419.0078125,41.6328125,45.0078125,78.28515625
1747623447650,418.5859375,41.6328125,45.0078125,78.28515625
1747623462650,418.765625,41.6328125,45.0078125,78.28515625
1747623477651,418.60546875,41.6328125,45.0078125,78.66015625
1747623492652,417.8359375,41.6328125,45.0078125,78.66015625
1747623507653,419.046875,41.6328125,45.0078125,78.66015625
1747623522654,419.24609375,41.6328125,45.0078125,78.66015625
1747623537655,419.640625,41.6328125,45.0078125,78.66015625
1747623552655,419.66796875,41.6328125,45.0078125,78.66015625
1747623567656,419.3515625,41.6328125,45.0078125,78.66015625
1747623582657,419.4296875,41.6328125,45.0078125,78.66015625
1747623597658,419.203125,41.6328125,45.0078125,78.66015625
1747623612659,419.05859375,41.6328125,45.0078125,78.66015625
1747623627660,419.09765625,41.6328125,45.0078125,78.66015625
1747623642661,419.42578125,41.6328125,45.0078125,78.66015625
1747623657661,419.0078125,41.6328125,45.0078125,78.66015625
1747623672662,419.2265625,41.6328125,45.0078125,78.66015625
1747623687663,419.0703125,41.6328125,45.0078125,78.66015625
1747623702664,419.1484375,41.6328125,45.0078125,78.66015625
1747623717665,419.12109375,41.6328125,45.0078125,78.66015625
1747623732666,418.99609375,41.6328125,45.0078125,79.03515625
1747623747667,418.890625,41.6328125,45.0078125,79.03515625
1747623762667,417.5703125,41.6328125,45.0078125,79.03515625
1747623777668,405.4296875,41.6328125,45.0078125,79.03515625
1747623792669,419.08984375,41.6328125,45.0078125,79.03515625
1747623807670,419.1171875,41.6328125,45.0078125,79.03515625
1747623822671,418.9296875,41.6328125,45.0078125,79.03515625
1747623837672,419.37890625,41.6328125,45.0078125,79.03515625
1747623852672,419.36328125,41.6328125,45.0078125,79.03515625
1747623867673,419.234375,41.6328125,45.0078125,79.03515625
1747623882674,419.38671875,41.6328125,45.0078125,79.03515625
1747623897675,419.62890625,41.6328125,45.0078125,79.03515625
1747623912675,419.3984375,41.6328125,45.0078125,79.03515625
1747623927676,419.4375,41.6328125,45.0078125,79.03515625
1747623942677,419.1015625,41.6328125,45.0078125,79.03515625
1747623957678,419.12890625,41.6328125,45.0078125,79.03515625
1747623972679,419.08984375,41.6328125,45.0078125,79.03515625
1747623987679,419.234375,41.6328125,45.0078125,79.03515625
1747624002680,420.21875,41.6328125,45.0078125,79.03515625
1747624017681,419.85546875,41.6328125,45.0078125,79.03515625
1747624032682,418.23828125,41.6328125,45.0078125,79.03515625
1747624047682,408.26171875,41.6328125,45.0078125,79.03515625
1747624062683,420.91015625,41.6328125,45.0078125,79.03515625
1747624077684,420.76171875,41.6328125,45.0078125,79.03515625
1747624092685,420.66015625,41.6328125,45.0078125,79.03515625
1747624107686,421.06640625,41.6328125,45.0078125,79.03515625
1747624122687,421.01171875,41.6328125,45.0078125,79.03515625
1747624137688,421.07421875,41.6328125,45.0078125,79.03515625
1747624152690,421.4140625,41.6328125,45.0078125,79.03515625
1747624167690,421.17578125,41.6328125,45.0078125,79.03515625
1747624182691,421.8515625,41.6328125,45.0078125,79.03515625
1747624197692,422.05859375,41.6328125,45.0078125,79.03515625
1747624212693,422.046875,41.6328125,45.0078125,79.03515625
1747624227694,421.70703125,41.6328125,45.0078125,79.03515625
1747624242694,421.85546875,41.6328125,45.0078125,79.03515625
1747624257695,421.7734375,41.6328125,45.0078125,79.03515625
1747624272696,421.640625,41.6328125,45.0078125,79.03515625
1747624287697,421.6875,41.6328125,45.0078125,79.03515625
1747624302698,421.2265625,41.6328125,45.0078125,79.03515625
1747624317699,407.98046875,41.6328125,45.0078125,79.03515625
1747624332699,424.19140625,41.6328125,45.0078125,79.41015625
1747624347700,422.015625,41.6328125,45.0078125,79.41015625
1747624362701,422.12890625,41.6328125,45.0078125,79.41015625
1747624377702,422.21484375,41.6328125,45.0078125,79.41015625
1747624392703,421.8984375,41.6328125,45.0078125,79.41015625
1747624407704,422.13671875,41.6328125,45.0078125,79.41015625
1747624422704,422.00390625,41.6328125,45.0078125,79.41015625
1747624437705,422.2265625,41.6328125,45.0078125,79.41015625
1747624452706,422.16796875,41.6328125,45.0078125,79.41015625
1747624467707,422.24609375,41.6328125,45.0078125,79.41015625
1747624482707,422.8828125,41.6328125,45.0078125,79.66015625
1747624497708,422.78125,41.6328125,45.0078125,79.66015625
1747624512709,423.19921875,41.6328125,45.0078125,79.66015625
1747624527709,423.1875,41.6328125,45.0078125,79.66015625
1747624542710,422.55078125,41.6328125,45.0078125,79.66015625
1747624557711,422.53125,41.6328125,45.0078125,79.66015625
1747624572712,421.4921875,41.6328125,45.0078125,79.66015625
1747624587713,414.0546875,41.6328125,45.0078125,79.66015625
1747624602714,422.91796875,41.6328125,45.0078125,79.66015625
1747624617714,423.58203125,41.6328125,45.0078125,79.66015625
1747624632715,423.6484375,41.6328125,45.0078125,79.66015625
1747624647716,422.78515625,41.6328125,45.0078125,79.66015625
1747624662717,421.49609375,41.6328125,45.0078125,79.66015625
1747624677717,421.984375,41.6328125,45.0078125,79.66015625
1747624692719,421.61328125,41.6328125,45.0078125,79.66015625
1747624707719,421.6171875,41.6328125,45.0078125,79.66015625
1747624722721,421.62109375,41.6328125,45.0078125,79.66015625
1747624737721,421.65234375,41.6328125,45.0078125,79.66015625
1747624752722,421.52734375,41.6328125,45.0078125,79.66015625
1747624767722,421.46875,41.6328125,45.0078125,79.66015625
1747624782723,421.5546875,41.6328125,45.0078125,79.66015625
1747624797724,421.5234375,41.6328125,45.0078125,79.66015625
1747624812725,421.46875,41.6328125,45.0078125,79.66015625
1747624827726,421.4921875,41.6328125,45.0078125,79.66015625
1747624842727,421.0078125,41.6328125,45.0078125,79.66015625
1747624857728,416.45703125,41.6328125,45.0078125,79.66015625
1747624872728,421.984375,41.6328125,45.0078125,79.66015625
1747624887729,421.8984375,41.6328125,45.0078125,79.66015625
1747624902731,421.65234375,41.6328125,45.0078125,79.66015625
1747624917731,424.59765625,41.6328125,45.0078125,79.66015625
1747624932732,422.76171875,41.6328125,45.0078125,79.66015625
1747624947733,422.734375,41.6328125,45.0078125,79.66015625
1747624962733,423.71484375,41.6328125,45.0078125,79.66015625
1747624977734,423.7421875,41.6328125,45.0078125,79.66015625
1747624992735,423.84375,41.6328125,45.0078125,79.66015625
1747625007736,423.796875,41.6328125,45.0078125,79.66015625
1747625022737,423.78515625,41.6328125,45.0078125,79.66015625
1747625037738,423.77734375,41.6328125,45.0078125,79.66015625
1747625052739,423.87890625,41.6328125,45.0078125,79.6640625
1747625067740,423.8046875,41.6328125,45.0078125,79.6640625
1747625082741,423.671875,41.6328125,45.0078125,79.6640625
1747625097742,423.74609375,41.6328125,45.0078125,79.6640625
1747625112743,423.69921875,41.6328125,45.0078125,79.6640625
1747625127744,422.5,41.6328125,45.0078125,79.6640625
1747625142745,424.078125,41.6328125,45.0078125,79.6640625
1747625157745,423.9296875,41.6328125,45.0078125,79.6640625
1747625172746,423.7890625,41.6328125,45.0078125,79.6640625
1747625187747,424.1484375,41.6328125,45.0078125,79.6640625
1747625202747,424.18359375,41.6328125,45.0078125,79.6640625
1747625217749,423.76171875,41.6328125,45.0078125,79.6640625
1747625232749,423.7578125,41.6328125,45.0078125,79.6640625
1747625247750,423.9453125,41.6328125,45.0078125,79.6640625
1747625262751,423.90234375,41.6328125,45.0078125,80.1640625
1747625277752,423.79296875,41.6328125,45.0078125,80.1640625
1747625292752,423.95703125,41.6328125,45.0078125,80.1640625
1747625307753,423.7578125,41.6328125,45.0078125,80.1640625
1747625322754,423.71484375,41.6328125,45.0078125,80.1640625
1747625337755,423.76171875,41.6328125,45.0078125,80.1640625
1747625352756,424.0,41.6328125,45.0078125,80.1640625
1747625367756,423.66015625,41.6328125,45.0078125,80.1640625
1747625382757,423.6640625,41.6328125,45.0078125,80.1640625
1747625397758,423.3359375,41.6328125,45.0078125,80.1640625
1747625412759,416.89453125,41.6328125,45.0078125,80.4140625
1747625427759,423.8125,41.6328125,45.0078125,80.4140625
1747625442760,423.8046875,41.6328125,45.0078125,80.4140625
1747625457762,424.08984375,41.6328125,45.0078125,80.4140625
1747625472763,423.83984375,41.6328125,45.0078125,80.4140625
1747625487764,423.0859375,41.6328125,45.0078125,80.4140625
1747625502765,420.17578125,41.6328125,45.0078125,80.4140625
1747625517766,421.97265625,41.6328125,45.0078125,80.4140625
1747625532767,419.9296875,41.6328125,45.0078125,80.4140625
1747625547767,419.6015625,41.6328125,45.0078125,80.4140625
1747625562768,419.9140625,41.6328125,45.0078125,80.4140625
1747625577770,419.67578125,41.6328125,45.0078125,80.4140625
1747625592771,419.6953125,41.6328125,45.0078125,80.4140625
1747625607772,421.8046875,41.6328125,45.0078125,80.4140625
1747625622773,419.6640625,41.6328125,45.0078125,80.4140625
1747625637774,419.91796875,41.6328125,45.0078125,80.4140625
1747625652775,419.671875,41.6328125,45.0078125,80.4140625
1747625667776,419.41015625,41.6328125,45.0078125,80.4140625
1747625682776,412.375,41.6328125,45.0078125,80.4140625
1747625697777,420.390625,41.6328125,45.0078125,80.4140625
1747625712778,421.97265625,41.6328125,45.0078125,80.4140625
1747625727779,420.0859375,41.6328125,45.0078125,80.4140625
1747625742780,422.78515625,41.6328125,45.0078125,80.4140625
1747625757781,422.4921875,41.6328125,45.0078125,80.4140625
1747625772781,422.9296875,41.6328125,45.0078125,80.4140625
1747625787782,422.5859375,41.6328125,45.0078125,80.4140625
1747625802783,422.84375,41.6328125,45.0078125,80.4140625
1747625817784,422.91796875,41.6328125,45.0078125,80.4140625
1747625832785,423.04296875,41.6328125,45.0078125,80.4140625
1747625847785,422.60546875,41.6328125,45.0078125,80.4140625
1747625862786,423.80859375,41.6328125,45.0078125,80.4140625
1747625877787,423.85546875,41.6328125,45.0078125,80.4140625
1747625892788,424.41015625,41.6328125,45.0078125,80.4140625
1747625907788,430.25390625,41.6328125,45.0078125,80.4140625
1747625922789,430.32421875,41.6328125,45.0078125,80.4140625
1747625937790,429.01953125,41.6328125,45.0078125,80.4140625
1747625952790,427.98046875,41.6328125,45.0078125,80.4140625
1747625967791,430.84765625,41.6328125,45.0078125,80.4140625
1747625982792,430.72265625,41.6328125,45.0078125,80.4140625
1747625997793,435.76171875,41.6328125,45.0078125,81.0390625
1747626012794,432.640625,41.6328125,45.0078125,81.0390625
1747626027795,433.0234375,41.6328125,45.0078125,81.0390625
1747626042796,433.2734375,41.6328125,45.0078125,80.76171875
1747626057797,432.6640625,41.6328125,45.0078125,80.76171875
1747626072798,432.65625,41.6328125,45.0078125,80.76171875
1747626087799,432.66796875,41.6328125,45.0078125,80.76171875
1747626102799,432.65625,41.6328125,45.0078125,81.13671875
1747626117800,432.1875,41.6328125,45.0078125,81.13671875
1747626132801,432.3671875,41.6328125,45.0078125,81.13671875
1747626147802,432.1953125,41.6328125,45.0078125,81.13671875
1747626162803,432.390625,41.6328125,45.0078125,81.13671875
1747626177804,432.0546875,41.6328125,45.0078125,81.76171875
1747626192804,432.44140625,41.6328125,45.0078125,81.76171875
1747626207805,433.64453125,41.6328125,45.0078125,81.76171875
1747626222806,427.63671875,41.6328125,45.0078125,81.76171875
1747626237807,432.703125,41.6328125,45.0078125,81.76171875
1747626252808,432.98046875,41.6328125,45.0078125,81.76171875
1747626267809,433.078125,41.6328125,45.0078125,81.76171875
1747626282810,433.578125,41.6328125,45.0078125,81.76171875
1747626297811,433.71484375,41.6328125,45.0078125,81.76171875
1747626312812,433.6796875,41.6328125,45.0078125,81.76171875
1747626327812,434.41015625,41.6328125,45.0078125,81.76171875
1747626342813,434.20703125,41.6328125,45.0078125,82.13671875
1747626357815,433.99609375,41.6328125,45.0078125,82.13671875
1747626372815,434.10546875,41.6328125,45.0078125,82.13671875
1747626387816,434.3671875,41.6328125,45.0078125,82.13671875
1747626402817,434.49609375,41.6328125,45.0078125,82.13671875
1747626417818,434.3125,41.6328125,45.0078125,82.13671875
1747626432818,434.23828125,41.6328125,45.0078125,82.13671875
1747626447819,434.0390625,41.6328125,45.0078125,82.13671875
1747626462820,434.19921875,41.6328125,45.0078125,82.13671875
1747626477821,433.90234375,41.6328125,45.0078125,82.13671875
1747626492822,432.421875,41.6328125,45.0078125,82.13671875
1747626507823,413.4296875,41.6328125,45.0078125,82.13671875
1747626522823,434.48046875,41.6328125,45.0078125,82.13671875
1747626537824,436.6015625,41.6328125,45.0078125,82.13671875
1747626552825,434.46484375,41.6328125,45.0078125,82.13671875
1747626567826,433.8671875,41.6328125,45.0078125,82.13671875
1747626582827,434.30859375,41.6328125,45.0078125,82.13671875
1747626597828,434.31640625,41.6328125,45.0078125,82.13671875
1747626612828,434.546875,41.6328125,45.0078125,82.13671875
1747626627830,434.0,41.6328125,45.0078125,82.13671875
1747626642831,434.26171875,41.6328125,45.0078125,82.13671875
1747626657831,434.515625,41.6328125,45.0078125,82.13671875
1747626672832,434.65625,41.6328125,45.0078125,82.13671875
1747626687833,434.92578125,41.6328125,45.0078125,82.13671875
1747626702834,434.765625,41.6328125,45.0078125,82.13671875
1747626717835,434.4609375,41.6328125,45.0078125,82.13671875
1747626732835,434.38671875,41.6328125,45.0078125,82.13671875
1747626747836,432.94140625,41.6328125,45.0078125,82.13671875
1747626762837,434.19140625,41.6328125,45.0078125,82.13671875
1747626777838,428.7421875,41.6328125,45.0078125,82.13671875
1747626792839,435.453125,41.6328125,45.0078125,82.13671875
1747626807840,434.63671875,41.6328125,45.0078125,82.13671875
1747626822841,435.76953125,41.6328125,45.0078125,82.13671875
1747626837842,436.15625,41.6328125,45.0078125,82.13671875
1747626852843,435.61328125,41.6328125,45.0078125,82.13671875
1747626867843,436.46875,41.6328125,45.0078125,82.13671875
1747626882844,436.2890625,41.6328125,45.0078125,82.13671875
1747626897845,436.38671875,41.6328125,45.0078125,82.13671875
1747626912846,436.3125,41.6328125,45.0078125,82.13671875
1747626927846,436.3515625,41.6328125,45.0078125,82.13671875
1747626942848,436.9921875,41.6328125,45.0078125,82.13671875
1747626957848,436.27734375,41.6328125,45.0078125,82.13671875
1747626972849,436.84765625,41.6328125,45.0078125,82.13671875
1747626987850,436.59765625,41.6328125,45.0078125,82.13671875
1747627002851,436.73828125,41.6328125,45.0078125,82.13671875
1747627017852,436.9921875,41.6328125,45.0078125,82.13671875
1747627032853,435.7890625,41.6328125,45.0078125,82.13671875
1747627047854,423.26171875,41.6328125,45.0078125,82.13671875
1747627062855,436.9765625,41.6328125,45.0078125,82.13671875
1747627077855,436.73046875,41.6328125,45.0078125,82.13671875
1747627092857,437.40234375,41.6328125,45.0078125,82.13671875
1747627107858,437.01171875,41.6328125,45.0078125,82.13671875
1747627122859,437.28515625,41.6328125,45.0078125,82.13671875
1747627137860,437.20703125,41.6328125,45.0078125,82.13671875
1747627152861,437.046875,41.6328125,45.0078125,82.13671875
1747627167861,437.05859375,41.6328125,45.0078125,82.13671875
1747627182862,437.21484375,41.6328125,45.0078125,82.13671875
1747627197863,437.36328125,41.6328125,45.0078125,81.6640625
1747627212864,437.4375,41.6328125,45.0078125,81.6640625
1747627227865,437.12109375,41.6328125,45.0078125,81.6640625
1747627242866,437.546875,41.6328125,45.0078125,81.6640625
1747627257867,436.828125,41.6328125,45.0078125,81.6640625
1747627272868,437.05078125,41.6328125,45.0078125,81.6640625
1747627287869,436.4609375,41.6328125,45.0078125,81.6640625
1747627302870,437.06640625,41.6328125,45.0078125,81.6640625
1747627317871,435.8984375,41.6328125,45.0078125,81.9140625
1747627332871,399.21484375,41.6328125,45.0078125,81.9140625
1747627347872,437.90625,41.6328125,45.0078125,81.9140625
1747627362873,436.76171875,41.6328125,45.0078125,81.9140625
1747627377874,437.68359375,41.6328125,45.0078125,81.9140625
1747627392875,437.55859375,41.6328125,45.0078125,81.9140625
1747627407875,437.26953125,41.6328125,45.0078125,81.9140625
1747627422876,437.15625,41.6328125,45.0078125,82.0390625
1747627437877,437.1875,41.6328125,45.0078125,81.48046875
1747627452878,437.37109375,41.6328125,45.0078125,81.48046875
1747627467878,437.6953125,41.6328125,45.0078125,81.48046875
1747627482879,437.375,41.6328125,45.0078125,81.48046875
1747627497880,437.125,41.6328125,45.0078125,81.48046875
