ts,taosd,conn,insert,query,stmt2_bind,stmt2_async_bind
1748408891471,57.63671875,19.625,22.26171875,25.4921875,22.35546875,22.2734375
1748408906472,537.578125,32.75390625,23.51171875,37.25390625,41.703125,0.0
1748408921473,561.91015625,38.85546875,27.921875,37.5859375,41.828125,0.0
1748408936474,565.86328125,38.85546875,30.01171875,37.7265625,42.203125,0.0
1748408951476,586.078125,38.85546875,32.09765625,37.6015625,42.203125,0.0
1748408966477,591.015625,38.85546875,34.125,37.703125,42.203125,0.0
1748408981478,594.51953125,38.85546875,36.17578125,37.671875,42.328125,0.0
1748408996479,598.15234375,38.85546875,38.19921875,39.84375,42.328125,0.0
1748409011481,602.20703125,38.85546875,42.2578125,39.8203125,42.453125,0.0
1748409026482,605.26171875,39.10546875,42.2578125,39.80859375,42.453125,0.0
1748409041483,610.53125,39.10546875,42.2578125,39.7890625,42.453125,0.0
1748409056484,613.5078125,39.10546875,42.2578125,39.9140625,42.453125,0.0
1748409071486,616.0390625,39.23046875,42.2578125,40.09375,42.453125,0.0
1748409086487,618.80859375,39.23046875,42.2578125,39.6484375,42.453125,0.0
1748409101488,620.33203125,39.23046875,42.2578125,39.73046875,42.578125,0.0
1748409116490,625.0546875,39.23046875,42.2578125,39.98046875,42.578125,0.0
1748409131491,627.78515625,39.23046875,42.2578125,39.953125,42.703125,0.0
1748409146492,631.76953125,39.23046875,42.2578125,40.0078125,42.703125,0.0
1748409161493,645.55078125,39.23046875,42.2578125,39.9921875,42.828125,0.0
1748409176495,650.87890625,39.23046875,42.2578125,39.82421875,42.953125,0.0
1748409191495,661.26953125,39.23046875,42.2578125,39.98046875,42.953125,0.0
1748409206497,664.71875,39.23046875,42.2578125,40.20703125,42.953125,0.0
1748409221498,667.921875,39.23046875,42.2578125,40.23046875,42.953125,0.0
1748409236500,672.79296875,39.23046875,42.2578125,42.00390625,42.953125,0.0
1748409251501,676.578125,39.23046875,42.2578125,41.98828125,42.953125,0.0
1748409266503,680.0859375,39.35546875,42.2578125,42.203125,42.953125,0.0
1748409281504,683.90625,39.35546875,42.2578125,42.32421875,42.953125,0.0
1748409296505,689.87109375,39.35546875,42.2578125,42.24609375,42.953125,0.0
1748409311508,692.1484375,39.35546875,42.2578125,42.140625,42.953125,0.0
1748409326509,695.1953125,39.35546875,42.3828125,42.4296875,42.953125,0.0
1748409341510,698.11328125,39.35546875,42.3828125,42.0,42.953125,0.0
1748409356512,700.96484375,39.35546875,42.3828125,42.359375,42.953125,0.0
1748409371513,702.23046875,39.35546875,42.3828125,42.35546875,42.953125,0.0
1748409386514,707.99609375,39.35546875,42.3828125,42.265625,42.953125,0.0
1748409401515,723.84375,39.35546875,42.3828125,42.265625,42.953125,0.0
1748409416516,727.5234375,39.35546875,42.3828125,42.234375,42.953125,0.0
1748409431517,731.55859375,39.35546875,42.3828125,42.33984375,42.953125,0.0
1748409446519,738.76171875,39.35546875,42.3828125,42.46484375,42.953125,0.0
1748409461520,741.66015625,39.35546875,42.3828125,42.58984375,42.953125,0.0
1748409476521,745.09765625,39.35546875,42.3828125,42.3828125,42.953125,0.0
1748409491522,750.86328125,39.35546875,42.3828125,42.18359375,42.953125,0.0
1748409506523,752.09375,39.35546875,42.3828125,44.296875,42.953125,0.0
1748409521524,751.30078125,39.35546875,42.5078125,44.5625,42.953125,0.0
1748409536526,750.6328125,39.35546875,42.5078125,44.85546875,42.953125,0.0
1748409551528,750.68359375,39.35546875,42.5078125,44.70703125,42.953125,0.0
1748409566528,752.4296875,39.35546875,42.5078125,44.6015625,42.953125,0.0
1748409581529,750.91015625,39.35546875,42.5078125,44.578125,42.953125,0.0
1748409596531,748.26171875,39.35546875,42.5078125,44.60546875,42.953125,0.0
1748409611532,745.92578125,39.35546875,42.6328125,44.60546875,42.953125,0.0
1748409626534,763.19921875,39.35546875,42.6328125,44.59375,42.953125,0.0
1748409641535,761.1015625,39.35546875,42.6328125,44.53515625,42.953125,0.0
1748409656536,771.2265625,39.35546875,42.6328125,44.70703125,42.953125,0.0
1748409671538,771.26953125,39.35546875,42.6328125,44.6953125,42.953125,0.0
1748409686539,770.97265625,39.35546875,42.6328125,44.6796875,42.953125,0.0
1748409701541,770.8203125,39.35546875,42.6328125,44.56640625,42.953125,0.0
1748409716542,770.30078125,39.35546875,42.6328125,44.59765625,42.953125,0.0
