ts,taosd,conn,insert,query,stmt2_bind
1747879352156,39.90625,19.796875,22.44921875,23.15625,20.640625
1747879367158,446.140625,35.0234375,25.99609375,49.03125,23.640625
1747879382159,460.52734375,39.22265625,26.12109375,50.03125,25.87890625
1747879397160,470.12890625,39.22265625,28.18359375,50.65625,28.109375
1747879412161,473.203125,39.22265625,30.3046875,51.65625,30.43359375
1747879427162,474.64453125,39.22265625,32.4140625,51.78125,30.43359375
1747879442165,471.59765625,39.22265625,34.4375,51.90625,32.44921875
1747879457167,485.0546875,39.22265625,36.51953125,52.90625,34.44921875
1747879472169,486.89453125,39.22265625,38.5703125,52.90625,36.5234375
1747879487171,488.16015625,39.22265625,40.59375,52.90625,38.56640625
1747879502173,489.72265625,39.22265625,42.59765625,52.90625,38.56640625
1747879517174,486.51953125,39.22265625,42.59765625,52.90625,40.57421875
1747879532175,501.15234375,39.22265625,42.59765625,55.0,42.71484375
1747879547175,506.515625,39.22265625,42.59765625,55.0,42.71484375
1747879562177,506.54296875,39.22265625,42.59765625,55.0,42.71484375
1747879577178,513.4921875,39.22265625,42.59765625,55.0,42.71484375
1747879592180,522.40625,39.22265625,42.59765625,55.0,42.71484375
1747879607181,523.95703125,39.22265625,42.59765625,55.125,42.71484375
1747879622182,527.6171875,39.22265625,42.59765625,55.25,42.71484375
1747879637183,530.98828125,39.34765625,42.59765625,55.25,42.71484375
1747879652184,534.30859375,39.34765625,42.59765625,55.25,42.71484375
1747879667185,541.02734375,39.34765625,42.59765625,55.25,42.71484375
1747879682186,546.2578125,39.34765625,42.59765625,55.25,42.71484375
1747879697187,545.5546875,39.34765625,42.59765625,55.375,42.71484375
1747879712188,547.328125,39.34765625,42.72265625,55.375,42.71484375
1747879727190,541.2421875,39.34765625,42.72265625,55.5,42.71484375
1747879742191,566.3671875,39.34765625,42.72265625,55.5,42.71484375
1747879757192,568.08984375,39.34765625,42.72265625,55.5,42.83984375
1747879772193,572.76171875,39.34765625,42.72265625,55.5,42.83984375
1747879787194,572.48828125,39.34765625,42.72265625,55.5,42.83984375
1747879802195,584.15625,39.34765625,42.72265625,55.5,42.83984375
1747879817196,591.7578125,39.34765625,42.72265625,55.5,42.83984375
1747879832198,626.5234375,39.34765625,42.72265625,57.55859375,42.83984375
1747879847199,630.55078125,39.34765625,42.72265625,57.55859375,42.83984375
1747879862200,639.75390625,39.34765625,42.72265625,57.55859375,42.83984375
1747879877201,641.59765625,39.34765625,42.72265625,57.55859375,42.83984375
1747879892203,643.109375,39.34765625,42.72265625,57.55859375,42.96484375
1747879907204,638.546875,39.34765625,42.72265625,57.55859375,43.08984375
1747879922204,642.76953125,39.34765625,42.72265625,57.55859375,43.08984375
1747879937205,647.9765625,39.34765625,42.72265625,57.55859375,43.08984375
1747879952207,662.3515625,39.34765625,42.72265625,57.55859375,43.08984375
